Sort,nt_acc,genome_segment_length_bp
10956,JX219579.1,672.0
9012,KR822816.1,13885.0
5090,KC512918.1,1761.0
6139,MF327558.1,2206.0
8672,OL377732.1,13605.0
11821,MN031239.1,1735.0
5089,ON324071.1,1762.0
5087,MH545516.1,1937.0
4994,MW814911.1,5194.0
5151,ON596192.1,1860.0
5099,HQ738637.1,1703.0
5117,JX185426.1,1784.0
8846,X57559.1,15646.0
8850,X64275.1,15450.0
8883,MN025503.1,11512.0
9075,KC412247.1,11019.0
9074,KM204996.1,11121.0
9466,KF590572.1,1156.0
9467,KF981635.1,944.0
12736,AJ319654.1,14579.0
8897,KJ958535.1,11681.0
12747,FM864260.1,678.0
8860,KP271124.1,15522.0
8802,EU156171.1,16968.0
9464,JQ659258.1,1090.0
9465,KF590575.1,1212.0
9073,AJ810084.2,11088.0
5172,OL704827.1,1848.0
4942,JF429834.1,5278.0
5131,OL704826.1,1956.0
12723,AJ632309.1,15230.0
8998,KR822811.1,14409.0
10955,JX219567.1,678.0
10953,JX219568.1,678.0
9015,KM817648.1,12651.0
10954,JX219574.1,678.0
8858,JX112711.1,15516.0
9014,OL420709.1,11712.0
6440,JQ610684.1,761.0
5033,JQ011377.1,1966.0
5055,KJ020099.1,1753.0
10952,JX219575.1,681.0
5109,HM228874.1,1844.0
9080,JX121109.2,11123.0
6316,MF327559.1,2156.0
5140,MT766312.1,1822.0
9068,KM205015.1,11135.0
9083,KM205024.1,11068.0
9079,KM205007.1,11181.0
9082,KU178986.1,11271.0
9069,GU212856.1,11120.0
9066,EU373658.1,11070.0
5158,MK947371.1,1897.0
9081,HM566195.1,11103.0
9067,JF911700.1,11202.0
9070,EU373657.1,11003.0
6434,AM744986.1,810.0
4939,HM053693.2,5153.0
9072,AF473864.1,11162.0
4920,KM017744.1,5407.0
5070,MK986820.1,1770.0
5169,MZ350964.1,1916.0
10958,JX219573.1,687.0
4919,KF792837.1,5479.0
8884,KM817629.1,11843.0
6098,MN928911.1,2178.0
9003,KX884429.1,13000.0
6429,M28981.1,822.0
8845,AB543337.1,17304.0
8844,AB543336.1,17052.0
9011,MZ822104.1,13131.0
9008,KX884433.1,13161.0
9005,KM817657.1,11541.0
9001,KM817646.1,12247.0
8981,KF360973.1,6715.0
8999,KR822812.1,12790.0
8881,KX884415.1,13109.0
8882,KR822826.1,13062.0
5122,KJ831064.1,1710.0
5133,GQ404855.1,1795.0
5147,KT732787.1,1838.0
12759,AB291204.1,5579.0
5067,AF071879.1,1758.0
8680,MZ209652.1,7584.0
9022,KR612230.1,11139.0
6477,EF589108.1,772.0
5101,MN176052.1,2015.0
9623,KF697146.1,946.0
5053,MW881235.1,1788.0
5091,HQ738636.1,1751.0
9622,KF697144.1,953.0
6135,MF327568.1,2161.0
5235,KP233189.1,2485.0
8788,EU338414.1,14904.0
8879,KX884459.1,11743.0
5039,MN585201.1,1787.0
5049,GQ404851.1,1935.0
9537,KF697136.1,956.0
6443,AF145406.1,764.0
10272,GQ443611.1,3357.0
9670,KF697156.1,918.0
6233,KT862254.1,2226.0
9672,KX470553.1,978.0
9528,JQ675600.2,983.0
12747,FM864261.1,699.0
9561,KF697141.1,974.0
9649,JN572073.1,1018.0
9481,JN572064.1,1034.0
9515,KF697162.1,946.0
6430,KF624623.1,809.0
9486,MH507156.1,910.0
9586,JN572070.1,1035.0
10257,X52505.1,799.0
9498,MW415980.1,1053.0
9558,JN572067.1,998.0
5068,AY651850.1,1767.0
9675,KX579501.1,888.0
9632,JN968592.1,1016.0
9674,JN572076.1,1052.0
6150,KT862245.1,2125.0
9533,KJ710424.1,973.0
9673,JN572082.1,1067.0
9591,KF697148.1,982.0
6490,AF389461.1,956.0
4845,KX035107.1,4678.0
8675,MW052080.1,12361.0
9513,MK896597.1,1133.0
9514,MK896519.1,1101.0
8614,MW039261.1,12047.0
9568,MK896552.1,1068.0
10421,KT944199.1,702.0
9577,KP792667.1,882.0
9578,MK896430.1,1045.0
5130,KC771281.1,1832.0
5153,OM262453.1,1758.0
9474,KY555810.1,795.0
5166,JX185422.1,1896.0
6475,HM989940.1,784.0
9582,HM627177.1,939.0
5077,KX756996.1,1761.0
9214,MT153376.1,11217.0
5145,KT732786.1,1916.0
5146,KT732785.1,1923.0
9545,KP792661.1,831.0
9522,KT160028.1,824.0
9560,KY569264.1,968.0
9602,KJ481921.1,867.0
9593,KJ481924.1,911.0
9201,KX884430.1,12513.0
12759,AB291195.1,4914.0
9599,MK896525.1,1174.0
4937,MG745673.1,5227.0
9543,KR013234.1,910.0
12760,AB289906.1,1859.0
9187,KM817636.1,15462.0
9212,MW288226.1,12539.0
9583,MK514119.1,1010.0
10796,LC004772.1,2343.0
9546,KP792664.1,850.0
9544,KF234258.1,792.0
5152,MZ350968.1,1930.0
12734,FM864274.1,714.0
9506,KR013237.1,927.0
9505,KF234255.1,812.0
9504,KJ481927.1,927.0
9547,KP792655.1,849.0
9494,MK896615.1,1044.0
9590,KP835518.1,871.0
9530,KP792658.1,807.0
9531,KP792673.1,854.0
9601,KY013489.1,1094.0
9469,MN119736.1,1002.0
7107,AB186123.1,6532.0
4859,AY032882.1,5380.0
8674,MT153546.1,6724.0
9479,MG821228.1,1003.0
6235,KT862238.1,2194.0
9471,MK896651.1,1036.0
9656,MK896457.1,959.0
9666,MK896445.1,1159.0
5106,KF726984.2,1790.0
9472,MK896618.1,1019.0
6192,KT732804.1,2191.0
5331,KY328744.1,3054.0
5034,JX863737.1,1862.0
8686,KM817633.1,12930.0
6195,KT732797.1,2172.0
6432,KP268792.1,1093.0
9613,MK896507.1,855.0
9251,AY358023.2,3411.0
6293,MF173066.1,2196.0
11906,AY779031.1,111760.0
6194,KT732792.1,2250.0
5064,KX987146.1,1812.0
9657,KP792676.1,816.0
8818,MG230624.1,17771.0
12747,FM864265.1,718.0
6122,MF173065.1,2373.0
5225,MN379623.1,2528.0
9792,KF297905.1,1780.0
9496,MK896589.1,1245.0
9495,MK896612.1,1255.0
6435,FJ183393.1,759.0
9483,MN092354.1,1166.0
4897,MH670587.1,4442.0
6193,KT732794.1,2209.0
8599,MN567051.1,10718.0
6464,AF052010.1,977.0
9549,MK896555.1,1122.0
9548,MK896568.1,1111.0
9731,BK062756.1,822.0
12734,FM864267.1,722.0
5063,MN164703.1,1988.0
5148,MZ350965.1,1939.0
9816,MF695811.1,1701.0
5250,MN928919.1,2423.0
8854,GU128081.1,15432.0
9800,KF297911.1,1685.0
5248,KU043396.1,2526.0
10274,AJ844470.1,2472.0
8801,MH900516.1,16302.0
8669,MZ209782.1,9536.0
5234,KP233191.1,2532.0
9584,KP792670.1,850.0
6436,JQ070385.1,856.0
12759,AY563518.1,3510.0
9839,KP272044.1,1781.0
9773,KP272003.1,1786.0
9838,KP272030.1,1863.0
10275,KJ196290.1,7551.0
9785,KP272035.1,2027.0
9776,KP272042.1,1830.0
5275,KF880727.1,2479.0
5266,KJ577811.1,2590.0
5265,KJ577810.1,2403.0
5261,MH111126.1,2552.0
12385,AF016916.1,1182.0
5072,DQ146997.1,1898.0
5239,MH111125.1,2388.0
5251,JX274036.1,2589.0
5253,MH111138.1,2614.0
5260,MH111148.1,2549.0
5082,KC339249.1,1798.0
5257,MH500286.1,2544.0
12759,AB291169.1,3293.0
9789,HM119412.1,1818.0
9790,MT270827.1,1874.0
9818,HM119436.2,1844.0
5195,KT862223.1,2723.0
9777,HM119409.1,1842.0
9778,HM119406.2,1839.0
9779,HM466936.1,1864.0
9781,HM119421.1,1863.0
9782,HM119430.1,1861.0
9780,HM119424.1,1864.0
9822,MT270836.1,1722.0
9817,HM566175.1,1692.0
9815,HM119427.1,1744.0
9809,HM566168.1,1729.0
5222,MK570200.1,2338.0
9803,HM119415.1,1827.0
9797,HM119418.2,1865.0
9798,MK330773.1,1970.0
4855,MT341473.1,5429.0
5216,KT862218.1,2755.0
9802,HM566153.1,1729.0
5220,KM573771.1,2582.0
9768,MK524350.1,1732.0
9771,MF593933.1,1798.0
9767,HM119403.1,1751.0
9681,KM225262.1,949.0
8857,GU128082.1,15234.0
9843,KX611402.1,1819.0
6472,AF403408.1,820.0
9677,MK330761.1,893.0
9716,KT328591.1,1744.0
9715,HM745932.1,1744.0
9762,MK330767.1,1863.0
9763,KX611393.1,1764.0
6108,KT862253.1,2164.0
9717,KJ740146.1,1753.0
9806,MK524339.1,1725.0
9720,MN823641.1,1793.0
8613,BK061673.1,11167.0
9784,HM566187.1,3284.0
9772,MT270830.1,1715.0
9788,HM566156.1,1834.0
9651,MF497775.1,975.0
8585,KM817600.1,10017.0
9765,HM566139.1,1830.0
6461,KX756629.1,793.0
9799,HM566161.1,1833.0
9553,KY793539.1,989.0
9769,KX611384.1,1863.0
6238,KT732790.1,2233.0
9581,MK896543.1,1002.0
9793,MK524334.1,1736.0
9796,MK330770.1,1978.0
9770,KX611387.1,1628.0
5215,LC386197.1,2488.0
9825,MK503255.1,1572.0
9833,HM627184.1,1727.0
5227,MN379627.1,2419.0
9821,MN163123.1,1670.0
9824,DQ380151.1,1690.0
9826,KC669551.1,1795.0
5175,OM262458.1,1812.0
9837,MK524347.1,1675.0
9842,HM119433.1,1827.0
5269,KJ577817.1,2477.0
5135,MG846358.1,1778.0
9783,HM566148.1,1790.0
9775,MK330758.1,1924.0
9774,KX611390.1,1980.0
5170,MT766309.1,1971.0
4928,KY214448.1,5228.0
9884,MT249221.1,1557.0
9680,KM225256.1,948.0
9787,KP771823.1,1802.0
9840,KP966621.1,1702.0
6446,KF234268.1,831.0
8859,KF774436.1,15480.0
9679,KM225259.1,938.0
9820,MK524343.1,1738.0
9786,KR106179.1,1704.0
9678,MK330764.1,1052.0
9808,HM566166.1,1806.0
8601,KX884439.1,11270.0
9834,GQ847511.2,1761.0
9867,MG581741.1,1757.0
9844,KX611405.1,1864.0
8611,BK061670.1,6728.0
9713,KC589007.1,1876.0
9714,JX961618.1,1871.0
6458,JQ920007.1,825.0
9807,LC063769.1,1907.0
9532,MK896642.1,987.0
8600,MG600009.1,10625.0
5272,KT862220.1,2861.0
11895,AJ279826.1,741.0
9499,MK896609.1,962.0
9795,MW368833.1,1771.0
9719,KC335498.1,1871.0
9667,MG792215.1,1100.0
9766,KR363192.1,1758.0
9764,KJ939332.1,1755.0
9915,J02094.1,1191.0
9805,KU297253.1,1758.0
5206,KY086301.1,2408.0
12727,AY848690.1,6307.0
5207,KY086300.1,2459.0
5208,KP233180.1,2460.0
9718,KM114254.1,1878.0
8606,KX884427.1,11280.0
6485,AY204878.1,944.0
8605,KM817604.1,7152.0
6491,AF291692.1,897.0
9197,MT153466.1,13262.0
6484,KR704196.1,944.0
6483,AF389471.1,944.0
6114,KT309029.1,2152.0
9190,MH477288.1,12041.0
9832,MG573147.1,1763.0
9712,KF848982.1,1694.0
9827,JX472405.1,1765.0
9829,MG573146.1,1755.0
12760,AB289947.1,2579.0
9598,KF697152.1,954.0
9831,JX472402.1,1667.0
6463,AF052032.1,977.0
9865,KM817735.1,1709.0
6462,AF052015.1,977.0
11774,U94514.1,12002.0
6478,U72694.1,998.0
6465,AF052026.1,977.0
11775,AF201902.1,12035.0
8607,KX884424.1,6873.0
6454,AY238385.1,814.0
6204,MK738141.1,2214.0
12760,AB289925.1,2235.0
8579,KX924630.1,6844.0
9872,KM114256.1,1732.0
9874,LC618933.1,1765.0
5210,KP233178.1,2459.0
5209,KP233174.1,2471.0
8593,BK061547.1,10509.0
9199,MF360790.1,13841.0
6294,MH545499.1,2309.0
5255,MH500303.1,2616.0
5254,MH500297.1,2454.0
5256,MH500301.1,2459.0
5263,MH500289.1,2487.0
6468,AY317108.1,903.0
6447,KJ495764.1,838.0
11460,EU847144.2,3371.0
6467,AY701348.1,903.0
5031,AJ301633.2,1952.0
10276,KJ790198.1,6582.0
12729,EU001271.1,28120.0
8576,KU095839.1,11877.0
9835,KX611399.1,1823.0
8652,AF522874.1,18891.0
8653,AY729654.1,18875.0
8655,AF086833.2,18959.0
8654,FJ217162.1,18935.0
8651,FJ217161.1,18940.0
8559,KX884416.1,13741.0
10120,KR902508.1,2494.0
8650,MF319185.1,19043.0
5043,KY370027.1,2080.0
5079,EU056309.1,1783.0
9748,MW741895.1,752.0
9869,HM566180.1,1785.0
5240,KP233194.1,2651.0
12741,FM864266.1,756.0
6113,KT862242.1,2230.0
8855,GU128080.1,15888.0
9198,MF975531.1,13706.0
5111,KY851116.1,1902.0
5196,KT862229.1,2568.0
6499,KC588365.1,883.0
6498,DQ077912.1,883.0
8560,MN167499.1,15277.0
9801,MT270833.1,1835.0
5221,KM573775.1,2575.0
6449,AY701518.1,825.0
8656,DQ217792.1,19111.0
8657,DQ447649.1,19114.0
9791,JF920138.1,1933.0
9841,X53794.1,1869.0
6497,AY212272.1,1502.0
9813,GU135608.1,1931.0
9794,KF297902.1,1949.0
9875,HM566192.1,1721.0
9804,EU725773.1,1864.0
9871,HM566160.1,1718.0
5200,KT862228.1,2645.0
9877,M33551.1,1720.0
8659,BR001752.1,16009.0
9845,KP966618.1,1907.0
9879,JQ924564.1,1720.0
9329,MN510771.1,2435.0
9878,JF838326.1,1718.0
5060,MZ604582.1,1723.0
9863,JF838329.1,1722.0
9747,KX774631.1,1142.0
9823,JF920135.1,1870.0
5219,KM573770.1,2516.0
9852,MN062092.1,1309.0
12731,FM864231.1,765.0
5211,MH500283.1,2607.0
5197,JN634851.1,2600.0
9626,HM639778.1,917.0
9876,JF838332.1,1726.0
9607,MH018034.1,923.0
6442,DQ248066.1,819.0
6198,KT732803.1,2230.0
9810,KP863801.1,1840.0
8564,BK059310.1,15073.0
8563,MW039256.1,14386.0
4837,MN099038.1,6110.0
9866,LC153713.1,1868.0
9870,KF892054.1,1673.0
5112,OM869613.1,1805.0
5038,AY228555.1,1996.0
9662,KP792652.1,882.0
9661,KP792679.1,976.0
4836,MN765191.1,4935.0
5223,KY086298.1,2343.0
6492,EU201043.1,1171.0
5212,MN928918.1,2549.0
5243,KU043421.1,2455.0
6459,DQ113905.1,820.0
9488,MK896624.1,1020.0
12760,AB289931.1,2318.0
6106,KY230614.1,2211.0
9596,KP792691.1,897.0
5036,LC416389.1,2077.0
5029,MN371255.1,2054.0
9812,OU230767.1,1859.0
5242,MK796235.1,2595.0
5205,MK796234.1,2435.0
9735,KM817763.1,1030.0
5262,KC545226.1,2539.0
4866,MK543949.1,3411.0
6466,AF052020.1,946.0
5273,KT862221.1,2712.0
5276,LC386199.1,2656.0
9734,HQ541736.1,1087.0
12759,AY570798.1,3590.0
6327,KF371630.1,2122.0
5277,LC386200.1,2617.0
5198,KT862222.1,2623.0
5238,MG522850.1,2511.0
5268,KJ577812.1,2601.0
6468,AY317107.1,944.0
6459,DQ113904.1,932.0
6467,AY701347.1,943.0
6466,AF052019.1,894.0
6471,KC588381.1,1367.0
9846,KX852389.1,1010.0
9926,KM114309.1,908.0
6444,HQ842628.1,887.0
10451,JF724001.1,792.0
10961,KY931659.1,792.0
10616,KT266010.1,792.0
6242,MK032759.1,2173.0
12747,FM864290.1,792.0
5214,MN175615.1,2546.0
9701,KX884786.1,6442.0
9925,JQ928946.1,901.0
9924,GQ499304.1,900.0
9934,AF527531.1,955.0
9922,MT774258.1,902.0
10773,HM236964.1,797.0
11517,KX058435.1,3138.0
12741,FM864288.1,798.0
5237,KP233190.1,2529.0
5274,KT862219.1,2608.0
9733,KF543246.1,1176.0
9732,BK062753.1,1130.0
5228,MN379621.1,2442.0
5095,KR902499.1,1843.0
11786,EU010385.1,12212.0
12760,AB289973.1,2930.0
9756,MN053786.1,1388.0
9759,KR003785.1,1358.0
9921,KX670394.1,909.0
10267,X86557.1,7555.0
10268,AY032605.1,7556.0
9847,MT153384.1,1054.0
5224,MN379619.1,2534.0
9758,MT498817.1,810.0
9761,KM817761.1,1454.0
9755,KT693189.1,1513.0
10012,KX883005.1,8923.0
6460,KM369897.2,858.0
9760,KM817749.1,1116.0
9931,LC320128.1,960.0
9928,MH880292.1,960.0
10779,JF416321.1,812.0
9704,MN168168.1,6916.0
5032,KC241982.1,2063.0
9702,KJ434182.1,6697.0
9709,KM817697.1,6474.0
9929,GU969312.1,961.0
10778,JF416311.1,810.0
10767,HM236952.1,809.0
9933,MN095544.1,872.0
9682,KM817739.1,1233.0
5056,MT610105.1,2181.0
9935,KC506161.1,973.0
5120,OM262459.1,2320.0
5194,LC386204.1,2766.0
10769,HM236906.1,813.0
5259,MH500284.1,2537.0
5202,KT862224.1,2468.0
9462,KM817674.1,12229.0
5264,KC545227.1,2495.0
9932,KX949587.1,1009.0
10772,HM236968.1,816.0
10774,HM236897.1,816.0
12759,AB291176.1,3831.0
5246,KU043403.1,2523.0
5270,KJ577816.1,2564.0
10788,JF416318.1,815.0
12731,FM864284.1,816.0
6441,AB018088.1,877.0
10780,JF416322.1,815.0
9220,MG599865.1,3260.0
10755,HM236908.1,819.0
6460,KM369889.2,954.0
6477,EF589107.1,912.0
6291,MK032717.1,2208.0
5232,MH545525.1,2546.0
11694,X07656.1,4648.0
5252,KT862225.1,2684.0
10759,HM236936.1,822.0
6321,MK249245.1,2121.0
10763,HM236903.1,822.0
10766,HM236939.1,822.0
10771,HM236949.1,822.0
10756,HM236911.1,822.0
11462,EU847145.2,3180.0
6493,KC588373.1,1584.0
10768,HM236904.1,822.0
9186,KM817649.1,14731.0
11457,FJ890351.1,3179.0
12760,AB289919.1,2094.0
9739,KX884811.1,1236.0
8670,KM817632.1,9924.0
10762,HM236923.1,828.0
12731,FM864281.1,828.0
7274,D38527.1,830.0
5150,KJ641712.1,1688.0
9405,KX884758.1,9874.0
11771,U03982.1,9100.0
6472,AF403407.1,909.0
5149,KY370026.1,1758.0
10770,HM236954.1,831.0
12747,FM864251.1,831.0
8780,JQ886184.1,17412.0
11777,KM233624.1,12118.0
7277,EF591371.1,832.0
10754,HM236958.1,834.0
11778,AJ544579.1,12823.0
6504,DQ087284.1,1147.0
10786,JF416310.1,833.0
5236,KT600068.1,2601.0
10775,HM236934.1,834.0
10273,FJ692500.1,7637.0
5143,KJ641728.1,1809.0
12731,FM864255.1,839.0
10789,JF519760.1,837.0
5267,KJ577819.1,2603.0
9722,MN163036.1,1163.0
10790,JF519762.1,840.0
10760,HM236918.1,840.0
5113,KJ641720.1,1760.0
6464,AF052011.1,1041.0
6465,AF052027.1,1041.0
10592,JQ690741.1,840.0
9188,MT153454.1,12376.0
5137,KJ641715.1,1746.0
12741,FM864252.1,843.0
5048,KX756986.1,2113.0
6232,KY312558.1,2138.0
9740,KX884774.1,1254.0
10613,KT265903.1,843.0
12734,FM864278.1,846.0
10612,KT265900.1,846.0
10611,KJ156451.1,846.0
4894,MN312221.1,4102.0
12759,AB291185.1,4225.0
5271,KP860906.1,2530.0
6462,AF052016.1,1101.0
6463,AF052033.1,1100.0
6430,KF624622.1,910.0
10614,KT265909.1,849.0
10615,KT265941.1,849.0
9703,MW434703.1,6393.0
5226,MN379620.1,2532.0
5249,LC386195.1,2691.0
5241,MK796236.1,2650.0
10627,JX537981.2,852.0
6329,KP974693.1,2272.0
8727,MK440629.1,9532.0
9736,MT498814.1,855.0
6324,KF371631.1,2159.0
12760,AB289908.1,1940.0
5084,MN103538.1,1889.0
6290,MK032756.1,2189.0
5155,KY370028.1,1753.0
9204,KX884428.1,9614.0
6271,MK483076.1,2099.0
12543,AB041007.1,3852.0
6322,MK483082.1,2054.0
9696,MN661023.1,2538.0
6274,MK032742.1,2160.0
5057,MT610106.1,2151.0
6227,MK483077.1,2257.0
6172,MK032705.1,2116.0
9209,KX884463.1,10903.0
5047,OM869597.1,2076.0
5244,KU043429.1,2568.0
4833,KY548840.1,5860.0
9408,MT153362.1,6063.0
5230,GQ351272.1,2609.0
12244,M37187.1,3682.0
5085,KU230452.1,1939.0
9721,KX884798.1,1591.0
6331,MK032740.1,2359.0
6201,KT732795.1,2140.0
10628,JX537991.2,1253.0
6223,KY230613.1,2199.0
153,M22036.1,2577.0
5174,KJ641717.1,1844.0
12731,FM864236.1,873.0
12734,FM864229.1,873.0
6320,MK032727.1,2087.0
5201,KM598410.1,2609.0
12238,KP853123.1,2154.0
4831,MN190158.1,6089.0
12239,KP853109.1,2154.0
12262,KP853121.1,2157.0
10393,JN867760.1,881.0
5076,KJ641727.1,2094.0
12264,KP853122.1,2157.0
12265,KP853110.1,2157.0
12266,KP853124.1,2157.0
8681,MZ209674.1,14433.0
6230,MK032731.1,2223.0
6330,MK032710.1,2360.0
12269,KP853111.1,2163.0
9357,GQ303582.1,883.0
6514,X82045.1,985.0
5229,MN379622.1,2608.0
5258,MH500298.1,2427.0
6116,MH545503.1,2217.0
6457,JQ919998.1,990.0
10397,JN867780.1,886.0
6225,MK483075.1,2239.0
6127,MH545509.1,2093.0
12723,AJ632319.1,15158.0
6205,KY312557.1,2277.0
6468,AY317106.1,1150.0
6459,DQ113903.1,1004.0
6467,AY701346.1,1147.0
9698,MN513376.1,6596.0
11783,JQ867466.1,13072.0
6257,MN379608.1,2173.0
6231,MK032726.1,2251.0
6475,HM989939.1,986.0
5035,KJ641716.1,2097.0
6470,AF450322.1,987.0
6318,MT649486.1,2174.0
10572,JX417822.1,894.0
6147,MK483072.1,2177.0
11790,HM245790.1,12258.0
12734,DQ839630.1,900.0
10410,JN867777.1,901.0
6461,KX756620.1,1017.0
6276,MK032703.1,2088.0
5045,MF497827.1,2112.0
11779,JQ867463.1,13220.0
11781,KX087159.1,11954.0
6458,JQ920009.1,1012.0
11789,U04327.1,13246.0
6264,MK249294.1,2213.0
6222,MK433240.1,2217.0
10396,JN867773.1,902.0
6282,KT732813.1,2310.0
6317,MK032724.1,2148.0
6279,MK032721.1,2206.0
6226,MK483080.1,2206.0
6307,MK032716.1,2138.0
6499,KC588364.1,1065.0
6498,DQ178179.1,1066.0
5075,KY370029.1,2151.0
10405,JQ811821.1,905.0
10400,JN867775.1,905.0
10390,JN867776.1,905.0
10399,JN867769.1,905.0
10409,JN867762.1,905.0
10395,JN867764.1,905.0
9564,U88059.1,4506.0
10406,JQ811830.1,905.0
6454,AY238393.1,1007.0
6251,MH545507.1,2344.0
6460,KM369888.2,1018.0
9699,MZ209987.1,6944.0
10387,JN867771.1,906.0
10388,JN867790.1,908.0
6244,KP263543.1,2112.0
10398,JN867767.1,907.0
11464,EU847155.1,5083.0
6466,AF052022.1,1114.0
5051,KY370042.1,2120.0
6465,AF052028.1,1119.0
5074,KY370034.1,2134.0
6249,KY214441.1,2240.0
5073,KY370039.1,2135.0
6247,KF371634.1,2174.0
6241,MK032696.1,2209.0
6464,AF052012.1,1119.0
6463,AF052034.1,1119.0
6462,AF052017.1,1119.0
6296,MK570209.1,2202.0
6311,MN379609.1,2142.0
10394,JN867774.1,911.0
10403,JQ811826.1,911.0
5037,KY370037.1,1674.0
6466,AF052021.1,1054.0
6482,LC275166.1,979.0
6273,MK483084.1,2171.0
4832,KP410261.1,6334.0
6458,JQ920010.1,1052.0
10404,JQ811825.1,914.0
10412,JN867778.1,913.0
6480,MH327945.1,963.0
6481,MF511056.1,971.0
5058,KJ641711.1,2069.0
5132,OL704828.1,2339.0
11792,KP143760.1,11764.0
11791,GU356395.1,11744.0
6240,KF371632.1,2229.0
9687,MW039264.1,1529.0
6246,KF371633.1,2130.0
6143,MK032737.1,2183.0
11515,AJ251937.1,3033.0
11513,M95589.1,3018.0
6178,MK032753.1,2185.0
6272,MK483073.1,2198.0
6263,MK249240.1,2153.0
9407,KY700684.2,14854.0
10391,JN867763.1,915.0
5066,MN928506.1,2063.0
9737,MT860256.1,2001.0
10901,KJ950911.1,920.0
6465,AF052029.1,1160.0
6464,AF052013.1,1160.0
6463,AF052035.1,1137.0
6462,AF052018.1,1136.0
5199,KM598409.1,2609.0
6278,MK032749.1,2181.0
6175,MK032755.1,2176.0
9683,MN982385.1,1458.0
6155,MG641202.1,2141.0
6297,MK570213.1,2280.0
6141,MK570217.1,2255.0
6156,MG641211.1,2104.0
6153,MG641191.1,2121.0
12491,JX458742.1,1479.0
6154,MG641205.1,2159.0
6163,MK032736.1,2170.0
6259,MK032708.1,2151.0
6171,MK032728.1,2165.0
6214,MH545510.1,2232.0
6277,MK032748.1,2133.0
6180,MK032738.1,2153.0
6262,MK249239.1,2236.0
6146,MK249242.1,2185.0
11780,LC094267.1,12965.0
11784,AB923518.1,12957.0
6479,AF282477.1,1002.0
11785,MF280817.1,12983.0
6132,KF371639.1,2199.0
6100,MK433234.1,2131.0
6097,MG641207.1,2162.0
12760,AB289912.1,1963.0
12500,MN901968.1,1531.0
6166,MK032709.1,2197.0
6305,MH545501.1,2174.0
6191,KF371640.1,2175.0
9930,HM627172.1,975.0
6314,MN379614.1,2160.0
6260,MK249305.1,2242.0
6102,MK433236.1,2181.0
6104,MK433237.1,2182.0
6473,KC201176.1,1105.0
6118,MG571098.1,2106.0
6131,KF371637.1,2187.0
6096,MG641204.1,2175.0
6456,GU733450.1,1026.0
5119,KJ641740.1,2379.0
6176,MK032715.1,2284.0
6177,MK032719.1,2195.0
6256,MN379615.1,2183.0
6243,KY214433.1,2204.0
6149,MF173067.1,2238.0
6159,MG641201.1,2201.0
6255,MN379612.1,2189.0
6145,MK249235.1,2211.0
6313,MN379605.1,2216.0
6120,MG571100.1,2122.0
6157,MG641192.1,2309.0
6144,MK032733.1,2179.0
6308,MH973741.1,2218.0
10587,JF416938.1,937.0
6107,KF371643.1,2197.0
6306,MK032739.1,2244.0
6142,MK570210.1,2200.0
6300,MG641203.1,2249.0
6174,MK032702.1,2161.0
6315,MN379604.1,2222.0
9700,KY053856.1,1906.0
6160,MG641197.1,2188.0
6202,MK032754.1,2237.0
6455,AJ132205.1,1037.0
6101,MK433239.1,2195.0
10584,AY355268.1,936.0
6117,MG571096.1,2123.0
6493,KC588375.1,1185.0
6298,MK032747.1,2194.0
6119,MG571099.1,2125.0
9736,MT498815.1,942.0
6158,MG641194.1,2211.0
9705,KX884775.1,6413.0
6129,KF371638.1,2224.0
6275,KP263545.1,2189.0
6184,KM598387.1,2190.0
6105,MK433242.1,2290.0
6165,MK032712.1,2214.0
6121,MG571101.1,2205.0
12760,AB289954.1,2636.0
6453,DQ838610.2,1105.0
6541,KC795574.1,1040.0
5050,KJ641741.1,1900.0
6183,KM598385.1,2145.0
6182,MK032714.1,2231.0
6234,MK483078.1,2183.0
6456,GU733451.1,1025.0
9216,KX884035.1,1212.0
6161,KF371635.1,2290.0
6430,KF624621.1,1028.0
6453,DQ838615.2,1059.0
6217,MG917675.1,2222.0
6103,MK433241.1,2226.0
10619,MF113372.1,952.0
6164,MK032701.1,2281.0
6470,AF450320.1,1116.0
6490,AF389460.1,1141.0
6283,MK032704.1,2265.0
9913,KU751819.1,1044.0
10618,MF113370.1,955.0
12760,AB289974.1,2933.0
6179,MK032735.1,2205.0
6457,JQ920000.1,1068.0
6245,KY230625.1,2231.0
12044,U76536.1,1445.0
5052,KJ641723.1,1944.0
6268,KP987887.1,2109.0
6130,KF371636.1,2288.0
9406,MW315101.1,14851.0
6169,KP263547.1,2251.0
6267,KP133075.1,2199.0
6485,AY211093.1,1185.0
6483,AF389470.1,1187.0
6484,KR704203.1,1186.0
8819,KJ641657.1,14796.0
12760,AB289955.1,2641.0
6482,LC275164.1,1871.0
6173,MK032718.1,2136.0
10629,KF648606.1,966.0
12769,U41655.2,15510.0
4484,MG800627.1,5541.0
12760,AB290002.1,4340.0
12760,AB289978.1,3008.0
7267,EF433468.1,1284.0
6594,MN552442.2,9631.0
10551,JF416934.1,976.0
5136,KT878836.1,2229.0
6181,MK032752.1,2209.0
12737,AF414845.1,1109.0
6523,FR694197.1,1645.0
6453,DQ838620.2,1062.0
12760,AB289995.1,3498.0
6436,JQ070384.1,1047.0
9706,MW274740.1,6351.0
11468,FJ890352.1,3510.0
