cluster_id,cluster_size,ictv_lca,ictv_lca_rank,protlen_mean,plddt_mean,ptm_mean,cluster_representative,structure_representative,structure_representative_plddt,top_genbank_name,analysis,annotation,annotation_count,annotation_median_start,annotation_median_stop
51,128,Orthornavirae,Kingdom,144.94,87.37,0.83,CF-AYV99177.1.1.2_7252_relaxed,CF-AAB71133.1.1.4_7230_relaxed,92.8,N-terminal helicase domain of the DEAD-box helicase superfamily; cl28899,Pfam,AAA domain,3,6.0,158.0
51,128,Orthornavirae,Kingdom,144.94,87.37,0.83,CF-AYV99177.1.1.2_7252_relaxed,CF-AAB71133.1.1.4_7230_relaxed,92.8,N-terminal helicase domain of the DEAD-box helicase superfamily; cl28899,Pfam,-,1,,
52,128,Firstpapillomavirinae,Subfamily,148.92,91.92,0.83,CF-ADG21984.1_4655_relaxed,CF-AOP12495.1_4795_relaxed,96.0,Gene: E6,Pfam,Early Protein (E6),128,29.5,138.5
53,128,Alpharhabdovirinae,Subfamily,666.53,87.24,0.84,CF-AFR23540.1.1.3_8904_relaxed,CF-AVM87303.1.1.3_9031_relaxed,90.8,Virus-capping methyltransferase; pfam14314,Pfam,"Virus-capping methyltransferase, MT domain",128,286.5,546.5
53,128,Alpharhabdovirinae,Subfamily,666.53,87.24,0.84,CF-AFR23540.1.1.3_8904_relaxed,CF-AVM87303.1.1.3_9031_relaxed,90.8,Virus-capping methyltransferase; pfam14314,Pfam,"Virus-capping methyltransferase, connector domain",128,13.5,208.5
53,128,Alpharhabdovirinae,Subfamily,666.53,87.24,0.84,CF-AFR23540.1.1.3_8904_relaxed,CF-AVM87303.1.1.3_9031_relaxed,90.8,Virus-capping methyltransferase; pfam14314,Pfam,"Virus-capping methyltransferase, C-terminal",70,560.0,671.0
54,124,Orthornavirae,Kingdom,370.19,88.88,0.89,CF-AVM87440.1.1.5_10824_relaxed,CF-AAL57904.1.1.8_10815_relaxed,96.0,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,Pfam,Viral RNA-dependent RNA polymerase,115,6.0,342.0
54,124,Orthornavirae,Kingdom,370.19,88.88,0.89,CF-AVM87440.1.1.5_10824_relaxed,CF-AAL57904.1.1.8_10815_relaxed,96.0,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,Pfam,-,7,,
54,124,Orthornavirae,Kingdom,370.19,88.88,0.89,CF-AVM87440.1.1.5_10824_relaxed,CF-AAL57904.1.1.8_10815_relaxed,96.0,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,Pfam,Bunyavirus RNA dependent RNA polymerase,2,115.5,372.0
55,120,African swine fever virus,Species,355.28,87.54,0.83,CF-CAD2068507.1_11961_relaxed,CF-CAN10098.1_11960_relaxed,91.3,Gene: MGF 360-2L; Product: pMGF 360-2L,Pfam,African swine fever virus multigene family 360 protein,120,98.0,309.0
55,120,African swine fever virus,Species,355.28,87.54,0.83,CF-CAD2068507.1_11961_relaxed,CF-CAN10098.1_11960_relaxed,91.3,Gene: MGF 360-2L; Product: pMGF 360-2L,Pfam,Ankyrin repeat,4,59.0,86.0
56,118,Viruses,Superkingdom,1164.18,81.6,0.75,CF-ADO00458.1_11945_relaxed,CF-AAU10873.1_11898_relaxed,89.8,Product: RNA polymerase subunit RPO132,Pfam,"RNA polymerase Rpb2, domain 6",138,695.5,1047.0
56,118,Viruses,Superkingdom,1164.18,81.6,0.75,CF-ADO00458.1_11945_relaxed,CF-AAU10873.1_11898_relaxed,89.8,Product: RNA polymerase subunit RPO132,Pfam,"RNA polymerase Rpb2, domain 3",113,429.0,494.0
56,118,Viruses,Superkingdom,1164.18,81.6,0.75,CF-ADO00458.1_11945_relaxed,CF-AAU10873.1_11898_relaxed,89.8,Product: RNA polymerase subunit RPO132,Pfam,"RNA polymerase Rpb2, domain 7",108,1049.0,1140.0
56,118,Viruses,Superkingdom,1164.18,81.6,0.75,CF-ADO00458.1_11945_relaxed,CF-AAU10873.1_11898_relaxed,89.8,Product: RNA polymerase subunit RPO132,Pfam,RNA polymerase beta subunit,63,39.0,436.0
56,118,Viruses,Superkingdom,1164.18,81.6,0.75,CF-ADO00458.1_11945_relaxed,CF-AAU10873.1_11898_relaxed,89.8,Product: RNA polymerase subunit RPO132,Pfam,Poxvirus DNA dependent RNA polymerase,41,246.0,276.0
56,118,Viruses,Superkingdom,1164.18,81.6,0.75,CF-ADO00458.1_11945_relaxed,CF-AAU10873.1_11898_relaxed,89.8,Product: RNA polymerase subunit RPO132,Pfam,"RNA polymerase Rpb2, domain 5",38,615.5,655.0
56,118,Viruses,Superkingdom,1164.18,81.6,0.75,CF-ADO00458.1_11945_relaxed,CF-AAU10873.1_11898_relaxed,89.8,Product: RNA polymerase subunit RPO132,Pfam,"RNA polymerase Rpb2, domain 4",24,607.5,667.5
56,118,Viruses,Superkingdom,1164.18,81.6,0.75,CF-ADO00458.1_11945_relaxed,CF-AAU10873.1_11898_relaxed,89.8,Product: RNA polymerase subunit RPO132,Pfam,"RNA polymerase Rpb2, domain 2",21,268.0,418.0
56,118,Viruses,Superkingdom,1164.18,81.6,0.75,CF-ADO00458.1_11945_relaxed,CF-AAU10873.1_11898_relaxed,89.8,Product: RNA polymerase subunit RPO132,Pfam,-,4,,
57,118,Viruses,Superkingdom,356.59,79.61,0.43,CF-CCU55790.1_12041_relaxed,CF-CCV02562.1_11949_relaxed,88.8,Product: N1R/p28-like protein,Pfam,Protein of unknown function (DUF3627),101,233.0,316.0
57,118,Viruses,Superkingdom,356.59,79.61,0.43,CF-CCU55790.1_12041_relaxed,CF-CCV02562.1_11949_relaxed,88.8,Product: N1R/p28-like protein,Pfam,"BRO family, N-terminal domain",68,50.5,142.0
57,118,Viruses,Superkingdom,356.59,79.61,0.43,CF-CCU55790.1_12041_relaxed,CF-CCV02562.1_11949_relaxed,88.8,Product: N1R/p28-like protein,Pfam,MSV199 domain,19,35.0,165.0
57,118,Viruses,Superkingdom,356.59,79.61,0.43,CF-CCU55790.1_12041_relaxed,CF-CCV02562.1_11949_relaxed,88.8,Product: N1R/p28-like protein,Pfam,-,6,,
57,118,Viruses,Superkingdom,356.59,79.61,0.43,CF-CCU55790.1_12041_relaxed,CF-CCV02562.1_11949_relaxed,88.8,Product: N1R/p28-like protein,Pfam,T5orf172 domain,1,205.0,293.0
58,117,Adenoviridae,Family,448.74,81.3,0.77,CF-ARQ79775.1_12130_relaxed,CF-AP_000079.1_12091_relaxed,85.9,Product: IVa2,Pfam,Adenovirus IVa2 protein,117,76.0,446.0
59,116,Mastadenovirus,Genus,280.68,85.68,0.86,CF-ART33383.1_12141_relaxed,CF-AXE75641.1_12133_relaxed,92.6,Product: E4 34K,Pfam,Adenovirus early E4 34 kDa protein conserved region,113,131.0,273.0
59,116,Mastadenovirus,Genus,280.68,85.68,0.86,CF-ART33383.1_12141_relaxed,CF-AXE75641.1_12133_relaxed,92.6,Product: E4 34K,Pfam,-,3,,
60,116,Lefavirales,Order,369.84,86.37,0.76,CF-AAR28781.1_12356_relaxed,CF-AUQ43974.1_12426_relaxed,90.9,Product: ODV-E56,Pfam,"Baculoviral E56 protein, specific to ODV envelope",104,49.0,343.0
60,116,Lefavirales,Order,369.84,86.37,0.76,CF-AAR28781.1_12356_relaxed,CF-AUQ43974.1_12426_relaxed,90.9,Product: ODV-E56,Pfam,-,12,,
61,115,Phenuiviridae,Family,249.03,91.02,0.83,CF-QPN53427.1_9884_relaxed,CF-AHI10997.1_9712_relaxed,94.6,Product: nucleocapsid,Pfam,Tenuivirus/Phlebovirus nucleocapsid protein,115,4.0,223.0
62,113,Lefavirales,Order,667.12,77.43,0.7,CF-AAK94152.1_12414_relaxed,CF-ABE68521.1_12330_relaxed,83.4,Product: p74,Pfam,Baculoviridae p74 conserved region,113,347.0,561.0
62,113,Lefavirales,Order,667.12,77.43,0.7,CF-AAK94152.1_12414_relaxed,CF-ABE68521.1_12330_relaxed,83.4,Product: p74,Pfam,Baculoviridae P74 N-terminal,112,5.0,306.0
63,111,Herpesvirales,Order,308.85,83.01,0.78,CF-AEF97686.1_40_relaxed,CF-AAB66397.1_163_relaxed,90.0,Gene: UL18; Product: capsid triplex subunit 2,Pfam,Herpesvirus VP23 like capsid protein,108,7.0,302.0
63,111,Herpesvirales,Order,308.85,83.01,0.78,CF-AEF97686.1_40_relaxed,CF-AAB66397.1_163_relaxed,90.0,Gene: UL18; Product: capsid triplex subunit 2,Pfam,-,3,,
64,111,Lefavirales,Order,202.18,79.88,0.48,CF-QBB28688.1_12432_relaxed,CF-QOD39993.1_12404_relaxed,83.8,Product: PIF-3,Pfam,Per os infectivity factor 3,111,53.0,197.0
65,110,Orthoherpesviridae,Family,875.06,70.23,0.5,CF-ALE14721.1_148_relaxed,CF-AAP50615.1_101_relaxed,73.7,Gene: UL27; Product: envelope glycoprotein B,Pfam,Herpesvirus Glycoprotein B ectodomain,110,465.5,687.0
65,110,Orthoherpesviridae,Family,875.06,70.23,0.5,CF-ALE14721.1_148_relaxed,CF-AAP50615.1_101_relaxed,73.7,Gene: UL27; Product: envelope glycoprotein B,Pfam,Herpesvirus Glycoprotein B,110,112.0,320.5
65,110,Orthoherpesviridae,Family,875.06,70.23,0.5,CF-ALE14721.1_148_relaxed,CF-AAP50615.1_101_relaxed,73.7,Gene: UL27; Product: envelope glycoprotein B,Pfam,Herpesvirus Glycoprotein B PH-like domain,110,323.5,418.0
65,110,Orthoherpesviridae,Family,875.06,70.23,0.5,CF-ALE14721.1_148_relaxed,CF-AAP50615.1_101_relaxed,73.7,Gene: UL27; Product: envelope glycoprotein B,Pfam,Glycoprotein B N-terminal antigenic domain of HCMV,1,37.0,72.0
66,110,Mastadenovirus,Genus,251.15,52.31,0.18,CF-BBE29342.1_12124_relaxed,CF-QDZ17467.1_12253_relaxed,55.7,Product: pVI,Pfam,Minor capsid protein VI,112,6.0,250.0
67,109,Viruses,Superkingdom,150.39,92.77,0.82,CF-ADD73850.1_12359_relaxed,CF-ABQ51994.1_12410_relaxed,96.4,Product: dUTPase,Pfam,dUTPase,109,18.0,143.0
68,108,Lefavirales,Order,887.99,77.81,0.76,CF-ATY70178.1_12420_relaxed,CF-AIE47770.1_12371_relaxed,81.3,Product: lef-8,Pfam,Late expression factor 8 (LEF-8),109,5.0,748.0
68,108,Lefavirales,Order,887.99,77.81,0.76,CF-ATY70178.1_12420_relaxed,CF-AIE47770.1_12371_relaxed,81.3,Product: lef-8,Pfam,-,8,,
69,108,Mastadenovirus,Genus,346.47,63.95,0.31,CF-SMG83446.1_12143_relaxed,CF-ALE30430.1_12275_relaxed,67.1,Product: V,Pfam,Adenovirus minor core protein PV,157,1.0,320.0
70,107,Orthoherpesviridae,Family,846.36,81.19,0.76,CF-AEM64034.1_96_relaxed,CF-ACY41115.1_164_relaxed,85.2,Gene: UL5; Product: helicase-primase helicase subunit,Pfam,Helicase,108,12.0,852.5
71,107,Orthoherpesviridae,Family,749.18,79.12,0.76,CF-AZB49112.1_144_relaxed,CF-AHA93357.1_58_relaxed,84.1,Gene: UL28; Product: DNA packaging terminase subunit 2,Pfam,Herpesvirus processing and transport protein,110,5.0,644.0
72,107,Orthoherpesviridae,Family,576.01,76.91,0.72,CF-ARW78082.1_124_relaxed,CF-AZB49119.1_144_relaxed,81.7,Gene: UL25; Product: DNA packaging tegument protein UL25,Pfam,Herpesvirus UL25 family,107,18.0,557.0
73,106,Lefavirales,Order,1206.98,80.75,0.77,CF-ARJ36578.1_12384_relaxed,CF-QOD40044.1_12404_relaxed,89.8,Product: helicase,Pfam,Baculovirus DNA helicase,167,49.0,1126.0
73,106,Lefavirales,Order,1206.98,80.75,0.77,CF-ARJ36578.1_12384_relaxed,CF-QOD40044.1_12404_relaxed,89.8,Product: helicase,Pfam,-,7,,
74,106,Nucleocytoviricota,Phylum,1302.05,83.94,0.75,CF-AAS18119.1_11937_relaxed,CF-ADE34373.1_11905_relaxed,88.2,Gene: NP1450L; Product: RNA polymerase subunit 1,Pfam,"RNA polymerase Rpb1, domain 2",139,295.0,439.0
74,106,Nucleocytoviricota,Phylum,1302.05,83.94,0.75,CF-AAS18119.1_11937_relaxed,CF-ADE34373.1_11905_relaxed,88.2,Gene: NP1450L; Product: RNA polymerase subunit 1,Pfam,"RNA polymerase Rpb1, domain 1",117,15.0,243.0
74,106,Nucleocytoviricota,Phylum,1302.05,83.94,0.75,CF-AAS18119.1_11937_relaxed,CF-ADE34373.1_11905_relaxed,88.2,Gene: NP1450L; Product: RNA polymerase subunit 1,Pfam,"RNA polymerase Rpb1, domain 4",105,631.0,729.0
74,106,Nucleocytoviricota,Phylum,1302.05,83.94,0.75,CF-AAS18119.1_11937_relaxed,CF-ADE34373.1_11905_relaxed,88.2,Gene: NP1450L; Product: RNA polymerase subunit 1,Pfam,"RNA polymerase Rpb1, domain 3",104,458.5,589.5
74,106,Nucleocytoviricota,Phylum,1302.05,83.94,0.75,CF-AAS18119.1_11937_relaxed,CF-ADE34373.1_11905_relaxed,88.2,Gene: NP1450L; Product: RNA polymerase subunit 1,Pfam,"RNA polymerase Rpb1, domain 5",103,728.0,1174.0
74,106,Nucleocytoviricota,Phylum,1302.05,83.94,0.75,CF-AAS18119.1_11937_relaxed,CF-ADE34373.1_11905_relaxed,88.2,Gene: NP1450L; Product: RNA polymerase subunit 1,Pfam,"RNA polymerase Rpb1, domain 7",12,1151.0,1256.0
75,106,Orthoherpesviridae,Family,346.82,87.76,0.87,CF-AEV80945.1_107_relaxed,CF-AJG42957.1_150_relaxed,91.9,Gene: UL16; Product: tegument protein UL16,Pfam,Herpesvirus UL16/UL94 family,106,11.5,335.0
76,106,Orthoherpesviridae,Family,1373.8,79.71,0.79,CF-AEV80441.1_99_relaxed,CF-AGY30708.1_162_relaxed,82.7,Gene: UL19; Product: major capsid protein,Pfam,Herpes virus major capsid protein,106,13.5,1372.0
77,106,Orthoherpesviridae,Family,1172.36,82.32,0.83,CF-AIU39266.1_59_relaxed,CF-AGY30685.1_162_relaxed,85.8,Gene: UL29; Product: single-stranded DNA-binding protein,Pfam,ssDNA binding protein,108,5.0,1129.5
78,106,Chordopoxvirinae,Subfamily,566.96,87.25,0.8,EF-AUD40124.1_11978_relaxed,EF-AID46769.1_11982_relaxed,93.6,Product: ankyrin repeat protein,Pfam,Ankyrin repeats (3 copies),183,205.0,292.0
78,106,Chordopoxvirinae,Subfamily,566.96,87.25,0.8,EF-AUD40124.1_11978_relaxed,EF-AID46769.1_11982_relaxed,93.6,Product: ankyrin repeat protein,Pfam,PRANC domain,101,477.0,568.0
78,106,Chordopoxvirinae,Subfamily,566.96,87.25,0.8,EF-AUD40124.1_11978_relaxed,EF-AID46769.1_11982_relaxed,93.6,Product: ankyrin repeat protein,Pfam,Ankyrin repeat,63,259.0,293.0
78,106,Chordopoxvirinae,Subfamily,566.96,87.25,0.8,EF-AUD40124.1_11978_relaxed,EF-AID46769.1_11982_relaxed,93.6,Product: ankyrin repeat protein,Pfam,Ankyrin repeats (many copies),12,178.0,220.0
79,105,Lefavirales,Order,502.43,69.02,0.55,CF-UBZ25637.1_12430_relaxed,CF-AAM09232.1_12361_relaxed,79.6,Product: LEF-9,Pfam,Late expression factor 9 (LEF-9),99,8.0,492.0
79,105,Lefavirales,Order,502.43,69.02,0.55,CF-UBZ25637.1_12430_relaxed,CF-AAM09232.1_12361_relaxed,79.6,Product: LEF-9,Pfam,-,5,,
79,105,Lefavirales,Order,502.43,69.02,0.55,CF-UBZ25637.1_12430_relaxed,CF-AAM09232.1_12361_relaxed,79.6,Product: LEF-9,Pfam,"RNA polymerase Rpb1, domain 2",1,237.0,294.0
80,105,Phenuiviridae,Family,236.73,78.77,0.4,CF-API68880.1.1.2_9774_relaxed,CF-ALX81176.1.1.2_9805_relaxed,82.4,Protein of unknown function (DUF3770); pfam12603,Pfam,"RNA-directed RNA polymerase L, PA-C-like domain",105,36.0,235.0
81,104,Picornavirales,Order,178.39,92.88,0.89,CF-ATY47692.1.1.5_10437_relaxed,CF-AAT67220.1.1.9_10459_relaxed,95.8,3C cysteine protease (picornain 3C); pfam00548,Pfam,3C cysteine protease (picornain 3C),104,2.0,176.0
82,104,Flaviviridae,Family,147.76,95.75,0.9,CF-AIU36221.1.1.2_7127_relaxed,CF-AJF44501.1.1.4_7111_relaxed,97.1,"Peptidase S7, Flavivirus NS3 serine protease; pfam00949",Pfam,"Peptidase S7, Flavivirus NS3 serine protease",57,2.0,149.0
82,104,Flaviviridae,Family,147.76,95.75,0.9,CF-AIU36221.1.1.2_7127_relaxed,CF-AJF44501.1.1.4_7111_relaxed,97.1,"Peptidase S7, Flavivirus NS3 serine protease; pfam00949",Pfam,Hepatitis C virus NS3 protease,47,1.0,147.0
83,103,Orthornavirae,Kingdom,125.57,97.33,0.91,CF-QCB65092.1.1.2_10204_relaxed,CF-ABN10874.1.1.5_10188_relaxed,98.4,X-domain (or Mac1 domain) of viral non-structural protein 3 and related macrodomains; cd21557,Pfam,Macro domain,102,5.0,107.0
83,103,Orthornavirae,Kingdom,125.57,97.33,0.91,CF-QCB65092.1.1.2_10204_relaxed,CF-ABN10874.1.1.5_10188_relaxed,98.4,X-domain (or Mac1 domain) of viral non-structural protein 3 and related macrodomains; cd21557,Pfam,-,1,,
84,103,Shotokuvirae,Kingdom,308.33,85.47,0.81,CF-BAQ55563.1_4396_relaxed,CF-ANC51608.1_6108_relaxed,90.0,Product: capsid protein,Pfam,-,102,,
84,103,Shotokuvirae,Kingdom,308.33,85.47,0.81,CF-BAQ55563.1_4396_relaxed,CF-ANC51608.1_6108_relaxed,90.0,Product: capsid protein,Pfam,Polyomavirus coat protein,1,34.0,309.0
85,102,Lefavirales,Order,464.88,85.61,0.82,CF-UBZ25575.1_12431_relaxed,CF-AAM70285.1_12407_relaxed,89.7,Product: LEF-4,Pfam,Late expression factor 4 (LEF-4),98,7.0,461.5
85,102,Lefavirales,Order,464.88,85.61,0.82,CF-UBZ25575.1_12431_relaxed,CF-AAM70285.1_12407_relaxed,89.7,Product: LEF-4,Pfam,-,5,,
86,102,Viruses,Superkingdom,678.92,86.89,0.83,CF-AXS67698.1_12342_relaxed,CF-ADD73834.1_12359_relaxed,94.0,Product: odv-e66,Pfam,Baculovirus E66 occlusion-derived virus envelope protein,92,295.0,647.5
86,102,Viruses,Superkingdom,678.92,86.89,0.83,CF-AXS67698.1_12342_relaxed,CF-ADD73834.1_12359_relaxed,94.0,Product: odv-e66,Pfam,"Polysaccharide lyase family 8, N terminal alpha-helical domain",40,91.0,271.5
86,102,Viruses,Superkingdom,678.92,86.89,0.83,CF-AXS67698.1_12342_relaxed,CF-ADD73834.1_12359_relaxed,94.0,Product: odv-e66,Pfam,-,10,,
87,101,Lefavirales,Order,387.24,84.4,0.66,CF-AAK94116.1_12414_relaxed,CF-QED40652.1_12320_relaxed,88.3,Product: PIF-2,Pfam,Per os infectivity factor 2,101,6.0,375.0
88,101,Mastadenovirus,Genus,490.0,77.23,0.74,CF-YP_009198.1_12256_relaxed,CF-AIK20551.1_12150_relaxed,81.1,Product: E1B 55K,Pfam,Adenovirus EB1 55K protein / large t-antigen,101,111.0,492.0
88,101,Mastadenovirus,Genus,490.0,77.23,0.74,CF-YP_009198.1_12256_relaxed,CF-AIK20551.1_12150_relaxed,81.1,Product: E1B 55K,Pfam,Adenovirus E1B protein N-terminus,88,1.0,67.0
89,101,Polyomaviridae,Family,183.36,85.26,0.74,CF-AGV77096.1_4427_relaxed,CF-AFP94183.1_4403_relaxed,94.3,Product: small T antigen,Pfam,T-antigen specific domain,101,91.0,178.0
90,100,Monjiviricetes,Class,840.0,89.4,0.87,CF-ASA47322.1.1.1_9203_relaxed,CF-AJG39047.1.1.1_8584_relaxed,92.9,Mononegavirales RNA dependent RNA polymerase; pfam00946,Pfam,Mononegavirales RNA dependent RNA polymerase,102,8.0,830.0
91,100,Mastadenovirus,Genus,190.44,75.12,0.3,CF-ACI04181.1_12215_relaxed,CF-AFD10566.1_12280_relaxed,78.7,Product: pVII,Pfam,Adenoviral core protein VII,100,1.0,133.5
92,99,Baculoviridae,Family,381.15,83.35,0.71,CF-AAG27387.1_12409_relaxed,CF-AAG27387.1_12409_relaxed,90.6,Product: vlf-1,Pfam,Phage integrase family,99,193.0,342.0
93,99,Viruses,Superkingdom,1036.78,86.66,0.82,CF-AKR04200.1_12023_relaxed,CF-AAM13520.1_12007_relaxed,90.6,Product: DNA polymerase,Pfam,DNA polymerase family B,95,506.0,982.0
93,99,Viruses,Superkingdom,1036.78,86.66,0.82,CF-AKR04200.1_12023_relaxed,CF-AAM13520.1_12007_relaxed,90.6,Product: DNA polymerase,Pfam,"DNA polymerase family B, exonuclease domain",94,133.5,368.0
93,99,Viruses,Superkingdom,1036.78,86.66,0.82,CF-AKR04200.1_12023_relaxed,CF-AAM13520.1_12007_relaxed,90.6,Product: DNA polymerase,Pfam,DNA polymerase family B viral insert,50,350.0,476.5
93,99,Viruses,Superkingdom,1036.78,86.66,0.82,CF-AKR04200.1_12023_relaxed,CF-AAM13520.1_12007_relaxed,90.6,Product: DNA polymerase,Pfam,"DNA polymerase family B exonuclease domain, N-terminal",42,1.0,22.0
93,99,Viruses,Superkingdom,1036.78,86.66,0.82,CF-AKR04200.1_12023_relaxed,CF-AAM13520.1_12007_relaxed,90.6,Product: DNA polymerase,Pfam,-,2,,
93,99,Viruses,Superkingdom,1036.78,86.66,0.82,CF-AKR04200.1_12023_relaxed,CF-AAM13520.1_12007_relaxed,90.6,Product: DNA polymerase,Pfam,RNase_H superfamily,2,274.0,440.0
94,99,Viruses,Superkingdom,155.38,96.89,0.92,CF-AQQ80325.1_12389_relaxed,CF-AFL64908.1_12360_relaxed,98.3,Product: sod,Pfam,Copper/zinc superoxide dismutase (SODC),99,11.0,147.0
95,99,Picornavirales,Order,158.16,90.35,0.83,CF-AFD64773.1.1.3_10710_relaxed,CF-AVM87404.1.1.2_10820_relaxed,95.2,"Picornavirus capsid protein domain_like. Picornaviruses are non-enveloped plus-strand ssRNA animal viruses with icosahedral capsids composed of 60 copies each of 4 virus encoded proteins; alignment includes picornaviridae, like poliovirus, hepatitis A...; cd00205",Pfam,picornavirus capsid protein,91,16.0,119.0
95,99,Picornavirales,Order,158.16,90.35,0.83,CF-AFD64773.1.1.3_10710_relaxed,CF-AVM87404.1.1.2_10820_relaxed,95.2,"Picornavirus capsid protein domain_like. Picornaviruses are non-enveloped plus-strand ssRNA animal viruses with icosahedral capsids composed of 60 copies each of 4 virus encoded proteins; alignment includes picornaviridae, like poliovirus, hepatitis A...; cd00205",Pfam,Picornavirus coat protein,5,18.0,163.0
95,99,Picornavirales,Order,158.16,90.35,0.83,CF-AFD64773.1.1.3_10710_relaxed,CF-AVM87404.1.1.2_10820_relaxed,95.2,"Picornavirus capsid protein domain_like. Picornaviruses are non-enveloped plus-strand ssRNA animal viruses with icosahedral capsids composed of 60 copies each of 4 virus encoded proteins; alignment includes picornaviridae, like poliovirus, hepatitis A...; cd00205",Pfam,Hepatitis A virus viral protein VP,1,15.0,102.0
95,99,Picornavirales,Order,158.16,90.35,0.83,CF-AFD64773.1.1.3_10710_relaxed,CF-AVM87404.1.1.2_10820_relaxed,95.2,"Picornavirus capsid protein domain_like. Picornaviruses are non-enveloped plus-strand ssRNA animal viruses with icosahedral capsids composed of 60 copies each of 4 virus encoded proteins; alignment includes picornaviridae, like poliovirus, hepatitis A...; cd00205",Pfam,Calicivirus coat protein,1,38.0,155.0
95,99,Picornavirales,Order,158.16,90.35,0.83,CF-AFD64773.1.1.3_10710_relaxed,CF-AVM87404.1.1.2_10820_relaxed,95.2,"Picornavirus capsid protein domain_like. Picornaviruses are non-enveloped plus-strand ssRNA animal viruses with icosahedral capsids composed of 60 copies each of 4 virus encoded proteins; alignment includes picornaviridae, like poliovirus, hepatitis A...; cd00205",Pfam,-,1,,
96,99,Poxviridae,Family,356.36,82.06,0.6,CF-CCD83236.1_12024_relaxed,CF-AYN64653.1_12004_relaxed,86.7,Product: myristylated protein,Pfam,Pox virus entry-fusion-complex G9/A16,99,218.0,339.0
97,98,Pokkesviricetes,Class,232.84,68.06,0.54,CF-AAC55144.1_12002_relaxed,CF-AAF44456.1_11979_relaxed,81.8,Gene: E248R; Product: pE248R,Pfam,Lipid membrane protein of large eukaryotic DNA viruses,98,1.0,200.0
98,98,Nucleocytoviricota,Phylum,466.4,86.56,0.78,CF-ATE87166.1_11947_relaxed,CF-ADO00491.1_11945_relaxed,92.0,Product: DNA helicase,Pfam,"Type III restriction enzyme, res subunit",97,80.0,238.0
98,98,Nucleocytoviricota,Phylum,466.4,86.56,0.78,CF-ATE87166.1_11947_relaxed,CF-ADO00491.1_11945_relaxed,92.0,Product: DNA helicase,Pfam,Helicase conserved C-terminal domain,30,313.0,415.0
98,98,Nucleocytoviricota,Phylum,466.4,86.56,0.78,CF-ATE87166.1_11947_relaxed,CF-ADO00491.1_11945_relaxed,92.0,Product: DNA helicase,Pfam,DEAD/DEAH box helicase,1,110.0,238.0
99,98,Viruses,Superkingdom,255.77,89.35,0.85,CF-ASQ42883.1_11917_relaxed,EF-AGA16200.1_12381_relaxed,94.8,Product: proliferating cell nuclear antigen,Pfam,Viral Trans-Activator Protein,42,1.0,260.0
99,98,Viruses,Superkingdom,255.77,89.35,0.85,CF-ASQ42883.1_11917_relaxed,EF-AGA16200.1_12381_relaxed,94.8,Product: proliferating cell nuclear antigen,Pfam,-,35,,
99,98,Viruses,Superkingdom,255.77,89.35,0.85,CF-ASQ42883.1_11917_relaxed,EF-AGA16200.1_12381_relaxed,94.8,Product: proliferating cell nuclear antigen,Pfam,"Proliferating cell nuclear antigen, N-terminal domain",21,1.0,119.0
99,98,Viruses,Superkingdom,255.77,89.35,0.85,CF-ASQ42883.1_11917_relaxed,EF-AGA16200.1_12381_relaxed,94.8,Product: proliferating cell nuclear antigen,Pfam,"Proliferating cell nuclear antigen, C-terminal domain",12,125.0,243.5
100,98,Orthornavirae,Kingdom,300.98,88.22,0.83,CF-AIA62264.1.1.16_10168_relaxed,CF-ATP66742.1.1.19_10184_relaxed,93.8,"Alphacoronavirus non-structural protein 5, also called Main protease (Mpro); cd21665",Pfam,Coronavirus endopeptidase C30,79,27.0,297.0
