header,protein_id,Sort,pept_cat,protlen
UBZ25613.1_12430,UBZ25613.1,12430,protein,46
ATI21234.1_12000,ATI21234.1,12000,protein,46
AAU11067.1_11898,AAU11067.1,11898,protein,46
AAU10937.1_11898,AAU10937.1,11898,protein,47
AAU11072.1_11898,AAU11072.1,11898,protein,47
AUO15096.1_12445,AUO15096.1,12445,protein,47
APY28358.1_12117,APY28358.1,12117,protein,47
AAK82179.1_11950,AAK82179.1,11950,protein,47
AEJ33667.1_100,AEJ33667.1,100,protein,47
AAU10927.1_11898,AAU10927.1,11898,protein,47
AAM70246.1_12407,AAM70246.1,12407,protein,47
AAK82263.1_11950,AAK82263.1,11950,protein,47
AAK82157.1_11950,AAK82157.1,11950,protein,47
AAU10948.1_11898,AAU10948.1,11898,protein,47
ABB92297.1_11926,ABB92297.1,11926,protein,47
AUO15260.1_12445,AUO15260.1,12445,protein,47
AUO15300.1_12445,AUO15300.1,12445,protein,47
AUO15039.1_12445,AUO15039.1,12445,protein,47
AOC55102.1_11899,AOC55102.1,11899,protein,47
AAK82212.1_11950,AAK82212.1,11950,protein,47
AAK82138.1_11950,AAK82138.1,11950,protein,47
AUO15109.1_12445,AUO15109.1,12445,protein,47
AAN62513.1_12153,AAN62513.1,12153,protein,47
AUO15282.1_12445,AUO15282.1,12445,protein,47
AUO15069.1_12445,AUO15069.1,12445,protein,47
AAU10874.1_11898,AAU10874.1,11898,protein,47
AAK82200.1_11950,AAK82200.1,11950,protein,47
AAU10983.1_11898,AAU10983.1,11898,protein,47
AAU10869.1_11898,AAU10869.1,11898,protein,47
AAU11015.1_11898,AAU11015.1,11898,protein,47
AUO15170.1_12445,AUO15170.1,12445,protein,47
AAK82015.1_11950,AAK82015.1,11950,protein,47
AUO15028.1_12445,AUO15028.1,12445,protein,47
AAQ73735.1_50,AAQ73735.1,50,protein,47
AGD99644.1_4519,AGD99644.1,4519,protein,47
AAK82026.1_11950,AAK82026.1,11950,protein,47
AUO15167.1_12445,AUO15167.1,12445,protein,47
AYN64590.1_12004,AYN64590.1,12004,protein,47
ACU57013.1_12160,ACU57013.1,12160,protein,47
ABD97778.1_12012,ABD97778.1,12012,protein,47
AUO15203.1_12445,AUO15203.1,12445,protein,47
AAK82202.1_11950,AAK82202.1,11950,protein,47
AAK82012.1_11950,AAK82012.1,11950,protein,48
AUO14984.1_12445,AUO14984.1,12445,protein,48
AEQ32252.1_102,AEQ32252.1,102,protein,48
AAK82268.1_11950,AAK82268.1,11950,protein,48
AAO89284.1_12013,AAO89284.1,12013,protein,48
AAK82316.1_11950,AAK82316.1,11950,protein,48
ABS76417.1_12327,ABS76417.1,12327,protein,48
AOC55206.1_11899,AOC55206.1,11899,protein,48
CAD2068335.1_11961,CAD2068335.1,11961,protein,48
ARK19238.1_4424,ARK19238.1,4424,protein,48
QBK47209.1_9211,QBK47209.1,9211,protein,48
AFX59483.1_12437,AFX59483.1,12437,protein,48
AMF83786.1_12394,AMF83786.1,12394,protein,48
AAU10965.1_11898,AAU10965.1,11898,protein,48
AAU11026.1_11898,AAU11026.1,11898,protein,48
AAK82136.1_11950,AAK82136.1,11950,protein,48
AAU11078.1_11898,AAU11078.1,11898,protein,48
AAQ10551.1_12172,AAQ10551.1,12172,protein,48
CAD2068527.1_11961,CAD2068527.1,11961,protein,48
AUO15063.1_12445,AUO15063.1,12445,protein,48
ASA49507.1_10125,ASA49507.1,10125,protein,48
AAP85681.1_12386,AAP85681.1,12386,protein,48
AII15897.1_12433,AII15897.1,12433,protein,48
AJP70546.1_4622,AJP70546.1,4622,protein,48
UAU42846.1_9037,UAU42846.1,9037,protein,48
ALO50065.1_4638,ALO50065.1,4638,protein,48
AAG10411.1_8906,AAG10411.1,8906,protein,48
AAO89493.1_12013,AAO89493.1,12013,protein,48
AAK82076.1_11950,AAK82076.1,11950,protein,48
AEN03727.1_11993,AEN03727.1,11993,protein,48
AAK82293.1_11950,AAK82293.1,11950,protein,48
AUO14908.1_12445,AUO14908.1,12445,protein,48
AUO14939.1_12445,AUO14939.1,12445,protein,48
AUO15254.1_12445,AUO15254.1,12445,protein,48
AUO15082.1_12445,AUO15082.1,12445,protein,48
AAM70249.1_12407,AAM70249.1,12407,protein,48
AUO15083.1_12445,AUO15083.1,12445,protein,48
QHR78572.1_11900,QHR78572.1,11900,protein,48
AHL67610.1_11939,AHL67610.1,11939,protein,48
AUO15126.1_12445,AUO15126.1,12445,protein,48
AAA96410.1_12173,AAA96410.1,12173,protein,48
AUO15108.1_12445,AUO15108.1,12445,protein,48
AAK81972.1_11950,AAK81972.1,11950,protein,48
ABQ43501.1_12028,ABQ43501.1,12028,protein,48
AXS67714.1_12342,AXS67714.1,12342,protein,48
AP_000402.1_12102,AP_000402.1,12102,protein,48
AAK82321.1_11950,AAK82321.1,11950,protein,48
AAK70713.1_12396,AAK70713.1,12396,protein,48
CCV02238.1_11942,CCV02238.1,11942,protein,49
AFK92192.1_12186,AFK92192.1,12186,protein,49
ADM66130.1_12217,ADM66130.1,12217,protein,49
AAL98783.1_11901,AAL98783.1,11901,protein,49
ACL13287.1_12215,ACL13287.1,12215,protein,49
AEN03620.1_11993,AEN03620.1,11993,protein,49
QOD40072.1_12404,QOD40072.1,12404,protein,49
AAP33228.1_11910,AAP33228.1,11910,protein,49
AFK92591.1_12201,AFK92591.1,12201,protein,49
ACO25240.1_11918,ACO25240.1,11918,protein,49
AFK92431.1_12196,AFK92431.1,12196,protein,49
AFK92751.1_12207,AFK92751.1,12207,protein,49
ANK57983.1_11929,ANK57983.1,11929,protein,49
AAK82041.1_11950,AAK82041.1,11950,protein,49
AFK92791.1_12208,AFK92791.1,12208,protein,49
AAL98832.1_11901,AAL98832.1,11901,protein,49
ANZ57082.1_11932,ANZ57082.1,11932,protein,49
AAL98815.1_11901,AAL98815.1,11901,protein,49
AOC55122.1_11899,AOC55122.1,11899,protein,49
AUO15141.1_12445,AUO15141.1,12445,protein,49
AKN80723.1_12397,AKN80723.1,12397,protein,49
AAK70746.1_12396,AAK70746.1,12396,protein,49
ANZ57180.1_11933,ANZ57180.1,11933,protein,49
AFK92152.1_12185,AFK92152.1,12185,protein,49
AST09244.1_11992,AST09244.1,11992,protein,49
AUO15168.1_12445,AUO15168.1,12445,protein,49
AFK92511.1_12200,AFK92511.1,12200,protein,49
CCU55779.1_12041,CCU55779.1,12041,protein,49
AAQ21649.1_12395,AAQ21649.1,12395,protein,49
AUO15049.1_12445,AUO15049.1,12445,protein,49
AKJ32596.1_12325,AKJ32596.1,12325,protein,49
AKJ93682.1_12010,AKJ93682.1,12010,protein,49
AUO15242.1_12445,AUO15242.1,12445,protein,49
AOC55242.1_11899,AOC55242.1,11899,protein,49
AFK92311.1_12192,AFK92311.1,12192,protein,49
AYN64620.1_12004,AYN64620.1,12004,protein,49
AZM32621.1_11930,AZM32621.1,11930,protein,49
AFK92671.1_12205,AFK92671.1,12205,protein,49
ACF42287.1_11925,ACF42287.1,11925,protein,49
AFG73100.1_11924,AFG73100.1,11924,protein,49
QNV47771.1_12323,QNV47771.1,12323,protein,49
AIW68545.1_11911,AIW68545.1,11911,protein,49
AFK92391.1_12194,AFK92391.1,12194,protein,49
AUO15289.1_12445,AUO15289.1,12445,protein,49
ACR81624.1_12191,ACR81624.1,12191,protein,49
AFG73112.1_11924,AFG73112.1,11924,protein,49
AEY79588.1_12199,AEY79588.1,12199,protein,49
AAK82021.1_11950,AAK82021.1,11950,protein,49
AUO15311.1_12445,AUO15311.1,12445,protein,49
CCU55897.1_12041,CCU55897.1,12041,protein,49
ASQ42814.1_11916,ASQ42814.1,11916,protein,49
CCU55574.1_12041,CCU55574.1,12041,protein,49
AFB76931.1_12016,AFB76931.1,12016,protein,49
ABV01357.1_8935,ABV01357.1,8935,protein,49
AZY88450.1_11921,AZY88450.1,11921,protein,49
AFK92871.1_12214,AFK92871.1,12214,protein,49
QOD40040.1_12404,QOD40040.1,12404,protein,49
AMZ04971.1_11919,AMZ04971.1,11919,protein,49
ACF42276.1_11925,ACF42276.1,11925,protein,49
AOC55219.1_11899,AOC55219.1,11899,protein,49
ANK58090.1_11931,ANK58090.1,11931,protein,49
AKN80605.1_12370,AKN80605.1,12370,protein,49
AAP33186.1_11910,AAP33186.1,11910,protein,49
AIP91229.1_10137,AIP91229.1,10137,protein,49
CCU56081.1_12045,CCU56081.1,12045,protein,49
ASV62847.1_12443,ASV62847.1,12443,protein,49
AAK81968.1_11950,AAK81968.1,11950,protein,49
AFA44958.1_11912,AFA44958.1,11912,protein,49
AAU11041.1_11898,AAU11041.1,11898,protein,49
AAK82182.1_11950,AAK82182.1,11950,protein,49
AFK92471.1_12198,AFK92471.1,12198,protein,49
AFA46744.1_12189,AFA46744.1,12189,protein,49
AFJ52289.1_11920,AFJ52289.1,11920,protein,49
AFJ52354.1_11920,AFJ52354.1,11920,protein,49
AEI52258.1_9076,AEI52258.1,9076,protein,49
AGV20584.1_11913,AGV20584.1,11913,protein,49
AFK92351.1_12193,AFK92351.1,12193,protein,49
AFJ52419.1_11920,AFJ52419.1,11920,protein,49
AFJ52413.1_11920,AFJ52413.1,11920,protein,49
AFK92711.1_12206,AFK92711.1,12206,protein,49
AFK92272.1_12190,AFK92272.1,12190,protein,49
AFK92831.1_12209,AFK92831.1,12209,protein,49
ABF47383.1_12340,ABF47383.1,12340,protein,49
AMZ05095.1_11919,AMZ05095.1,11919,protein,49
AMZ05101.1_11919,AMZ05101.1,11919,protein,49
AEQ32254.1_102,AEQ32254.1,102,protein,49
ACY04487.1_12202,ACY04487.1,12202,protein,49
AEQ32257.1_102,AEQ32257.1,102,protein,49
AJD80762.1_12338,AJD80762.1,12338,protein,49
ANZ56970.1_11915,ANZ56970.1,11915,protein,49
AVN68374.1_12567,AVN68374.1,12567,protein,49
ABC61172.1_12391,ABC61172.1,12391,protein,49
AAU10863.1_11898,AAU10863.1,11898,protein,49
AMZ05026.1_11919,AMZ05026.1,11919,protein,49
AOP31741.1_12015,AOP31741.1,12015,protein,49
AMZ05036.1_11919,AMZ05036.1,11919,protein,49
ABB92315.1_11926,ABB92315.1,11926,protein,49
AAY84005.1_12339,AAY84005.1,12339,protein,49
AXN74844.1_12005,AXN74844.1,12005,protein,49
ASQ42907.1_11917,ASQ42907.1,11917,protein,49
AKR17331.1_12384,AKR17331.1,12384,protein,49
AAK82006.1_11950,AAK82006.1,11950,protein,49
ALR71563.1_12326,ALR71563.1,12326,protein,49
AOP31530.1_12011,AOP31530.1,12011,protein,49
ASV62871.1_12443,ASV62871.1,12443,protein,49
AUO14973.1_12445,AUO14973.1,12445,protein,49
AAK81949.1_11950,AAK81949.1,11950,protein,49
AAU10890.1_11898,AAU10890.1,11898,protein,49
AFK92631.1_12204,AFK92631.1,12204,protein,49
AEB00387.1_12392,AEB00387.1,12392,protein,49
AAK81973.1_11950,AAK81973.1,11950,protein,49
AFJ52344.1_11920,AFJ52344.1,11920,protein,49
QEI03611.1_12372,QEI03611.1,12372,protein,49
AFK92551.1_12211,AFK92551.1,12211,protein,49
AAU10953.1_11898,AAU10953.1,11898,protein,50
AAM13453.2_12007,AAM13453.2,12007,protein,50
AHM26109.1_11923,AHM26109.1,11923,protein,50
CAD2068394.1_11961,CAD2068394.1,11961,protein,50
AXB73032.1_12118,AXB73032.1,12118,protein,50
ADD73760.1_12359,ADD73760.1,12359,protein,50
AAK82013.1_11950,AAK82013.1,11950,protein,50
AMB20719.1_10136,AMB20719.1,10136,protein,50
AUO15266.1_12445,AUO15266.1,12445,protein,50
CCU55626.1_12041,CCU55626.1,12041,protein,50
AAT09689.1_11922,AAT09689.1,11922,protein,50
AUO15022.1_12445,AUO15022.1,12445,protein,50
AUO15041.1_12445,AUO15041.1,12445,protein,50
AMZ04981.1_11919,AMZ04981.1,11919,protein,50
AJG05824.1_9060,AJG05824.1,9060,protein,50
AAM70288.1_12407,AAM70288.1,12407,protein,50
AUO15246.1_12445,AUO15246.1,12445,protein,50
AKR17305.1_12384,AKR17305.1,12384,protein,50
ACH96242.1_12424,ACH96242.1,12424,protein,50
AAZ38180.1_12317,AAZ38180.1,12317,protein,50
AUO15185.1_12445,AUO15185.1,12445,protein,50
CAD2068497.1_11961,CAD2068497.1,11961,protein,50
ABQ52014.1_12410,ABQ52014.1,12410,protein,50
AWW14388.1_12354,AWW14388.1,12354,protein,50
AKN80822.1_12397,AKN80822.1,12397,protein,50
AAU10896.1_11898,AAU10896.1,11898,protein,50
ADC34414.1_4461,ADC34414.1,4461,protein,50
AMZ05091.1_11919,AMZ05091.1,11919,protein,50
ABM05424.1_12363,ABM05424.1,12363,protein,50
AAU10878.1_11898,AAU10878.1,11898,protein,50
CCU56226.1_12049,CCU56226.1,12049,protein,50
AAM09215.1_12361,AAM09215.1,12361,protein,50
AAP41062.1_12007,AAP41062.1,12007,protein,50
AAK82325.1_11950,AAK82325.1,11950,protein,50
AEQ32311.1_102,AEQ32311.1,102,protein,50
AUO15054.1_12445,AUO15054.1,12445,protein,50
ACZ63589.1_12390,ACZ63589.1,12390,protein,50
AUO15226.1_12445,AUO15226.1,12445,protein,50
ABQ43496.1_12028,ABQ43496.1,12028,protein,50
QBQ01595.1_12402,QBQ01595.1,12402,protein,50
AAC70255.1_12358,AAC70255.1,12358,protein,50
AUO15030.1_12445,AUO15030.1,12445,protein,50
AAP41063.1_12007,AAP41063.1,12007,protein,50
ASZ85080.1_11948,ASZ85080.1,11948,protein,50
CCU56110.1_12045,CCU56110.1,12045,protein,50
AAG53783.1_12349,AAG53783.1,12349,protein,50
AAF67122.1_4755,AAF67122.1,4755,protein,50
ATZ81521.1_12421,ATZ81521.1,12421,protein,50
AUO15072.1_12445,AUO15072.1,12445,protein,50
QDL56933.1_12344,QDL56933.1,12344,protein,50
QNV47772.1_12323,QNV47772.1,12323,protein,50
AAK82077.1_11950,AAK82077.1,11950,protein,50
AAB94425.1_11950,AAB94425.1,11950,protein,50
AFK83901.1_116,AFK83901.1,116,protein,50
AGL34704.1_12103,AGL34704.1,12103,protein,50
ABB17200.1_4673,ABB17200.1,4673,protein,50
CCU55691.1_12041,CCU55691.1,12041,protein,50
AUO14914.1_12445,AUO14914.1,12445,protein,50
QDL57030.1_12344,QDL57030.1,12344,protein,50
AKN80551.1_12370,AKN80551.1,12370,protein,50
BAG74591.1_12351,BAG74591.1,12351,protein,50
ADE34447.1_11905,ADE34447.1,11905,protein,50
AKN80990.1_12357,AKN80990.1,12357,protein,50
CCU56153.1_12045,CCU56153.1,12045,protein,50
AAT71840.1_11904,AAT71840.1,11904,protein,50
AMZ05023.1_11919,AMZ05023.1,11919,protein,50
ANZ56994.1_11915,ANZ56994.1,11915,protein,50
AIS92046.1_12399,AIS92046.1,12399,protein,50
AAF15007.1_11997,AAF15007.1,11997,protein,50
ABB92280.1_11926,ABB92280.1,11926,protein,50
AGR56769.1_12352,AGR56769.1,12352,protein,50
AAP41065.1_12007,AAP41065.1,12007,protein,50
AAQ11126.1_12362,AAQ11126.1,12362,protein,50
AGR56862.1_12352,AGR56862.1,12352,protein,50
AAK82033.1_11950,AAK82033.1,11950,protein,50
AUO15008.1_12445,AUO15008.1,12445,protein,50
ASQ42929.1_11917,ASQ42929.1,11917,protein,50
AUO15011.1_12445,AUO15011.1,12445,protein,50
AKN80732.1_12397,AKN80732.1,12397,protein,50
AGQ20279.1_12393,AGQ20279.1,12393,protein,50
QEI03655.1_12372,QEI03655.1,12372,protein,50
AAK82039.1_11950,AAK82039.1,11950,protein,50
ACI28769.1_12316,ACI28769.1,12316,protein,50
AEQ32129.1_102,AEQ32129.1,102,protein,50
ACH69497.1_12406,ACH69497.1,12406,protein,50
CCU55941.1_12045,CCU55941.1,12045,protein,50
AFJ52299.1_11920,AFJ52299.1,11920,protein,50
AAF05267.1_12413,AAF05267.1,12413,protein,50
ADD73755.1_12359,ADD73755.1,12359,protein,50
ACH96241.1_12424,ACH96241.1,12424,protein,50
AAL98807.1_11901,AAL98807.1,11901,protein,50
AIS92069.1_12399,AIS92069.1,12399,protein,50
AKN80715.1_12397,AKN80715.1,12397,protein,50
AFJ52341.1_11920,AFJ52341.1,11920,protein,50
AKS25384.1_12388,AKS25384.1,12388,protein,50
AKN63379.1_12387,AKN63379.1,12387,protein,50
BAE72376.1_12353,BAE72376.1,12353,protein,50
AEB00308.1_12392,AEB00308.1,12392,protein,50
BAG74605.1_12351,BAG74605.1,12351,protein,50
AAK82198.1_11950,AAK82198.1,11950,protein,50
AAK96390.1_12350,AAK96390.1,12350,protein,50
AUO15079.1_12445,AUO15079.1,12445,protein,50
AUO15106.1_12445,AUO15106.1,12445,protein,50
AAM95093.1_12321,AAM95093.1,12321,protein,50
AHV82123.1_4808,AHV82123.1,4808,protein,50
AAS66947.1_12218,AAS66947.1,12218,protein,50
ACH96200.1_12424,ACH96200.1,12424,protein,50
BAO49384.1_12030,BAO49384.1,12030,protein,50
ASQ42839.1_11916,ASQ42839.1,11916,protein,50
AWN01892.1_12343,AWN01892.1,12343,protein,50
CCU56406.1_12049,CCU56406.1,12049,protein,50
AKM05534.1_11968,AKM05534.1,11968,protein,50
BAO49531.1_12030,BAO49531.1,12030,protein,50
AAK82242.1_11950,AAK82242.1,11950,protein,50
AKR17505.1_12405,AKR17505.1,12405,protein,50
AOW41475.1_12412,AOW41475.1,12412,protein,50
AAP29875.1_12335,AAP29875.1,12335,protein,50
AAN04304.1_12427,AAN04304.1,12427,protein,50
AAU10985.1_11898,AAU10985.1,11898,protein,50
AFJ52409.1_11920,AFJ52409.1,11920,protein,50
QOD40008.1_12404,QOD40008.1,12404,protein,50
AEQ32243.1_102,AEQ32243.1,102,protein,50
AKN63329.1_12387,AKN63329.1,12387,protein,50
AFL64948.1_12360,AFL64948.1,12360,protein,50
AGL34700.1_12103,AGL34700.1,12103,protein,51
CCU55392.1_12038,CCU55392.1,12038,protein,51
AAQ21646.1_12395,AAQ21646.1,12395,protein,51
AAG10417.1_8906,AAG10417.1,8906,protein,51
ALZ45726.1_12442,ALZ45726.1,12442,protein,51
AAN04406.1_12427,AAN04406.1,12427,protein,51
AWW14494.1_12354,AWW14494.1,12354,protein,51
AAC59100.1_12368,AAC59100.1,12368,protein,51
ANZ56937.1_11915,ANZ56937.1,11915,protein,51
AFJ52339.1_11920,AFJ52339.1,11920,protein,51
AAK81979.1_11950,AAK81979.1,11950,protein,51
AAY84051.1_12339,AAY84051.1,12339,protein,51
AAN04399.1_12427,AAN04399.1,12427,protein,51
AUO15173.1_12445,AUO15173.1,12445,protein,51
AAG27346.1_12409,AAG27346.1,12409,protein,51
AAK82057.1_11950,AAK82057.1,11950,protein,51
APO13929.1_12408,APO13929.1,12408,protein,51
AAP33189.1_11910,AAP33189.1,11910,protein,51
ACI28863.1_12316,ACI28863.1,12316,protein,51
CCU55906.1_12045,CCU55906.1,12045,protein,51
AAK77737.1_12436,AAK77737.1,12436,protein,51
AAL01824.1_12378,AAL01824.1,12378,protein,51
QNV47866.1_12323,QNV47866.1,12323,protein,51
AAG53847.1_12349,AAG53847.1,12349,protein,51
ACH96206.1_12424,ACH96206.1,12424,protein,51
AWD33719.1_4470,AWD33719.1,4470,protein,51
AAK81985.1_11950,AAK81985.1,11950,protein,51
AAK77844.1_12436,AAK77844.1,12436,protein,51
CCU56471.1_12049,CCU56471.1,12049,protein,51
AXB73039.1_12118,AXB73039.1,12118,protein,51
AAL98834.1_11901,AAL98834.1,11901,protein,51
BAE72389.1_12353,BAE72389.1,12353,protein,51
AAK82279.1_11950,AAK82279.1,11950,protein,51
AAM13654.1_12007,AAM13654.1,12007,protein,51
ACH96173.1_12424,ACH96173.1,12424,protein,51
CCU56441.1_12049,CCU56441.1,12049,protein,51
ABQ51971.1_12410,ABQ51971.1,12410,protein,51
AAX82416.1_11902,AAX82416.1,11902,protein,51
CCU56195.1_12045,CCU56195.1,12045,protein,51
AAU10982.1_11898,AAU10982.1,11898,protein,51
BAG74672.1_12351,BAG74672.1,12351,protein,51
AAK81970.1_11950,AAK81970.1,11950,protein,51
AMZ05021.1_11919,AMZ05021.1,11919,protein,51
AUO14990.1_12445,AUO14990.1,12445,protein,51
AER41542.1_12398,AER41542.1,12398,protein,51
AAU10954.1_11898,AAU10954.1,11898,protein,51
BAC67337.1_12315,BAC67337.1,12315,protein,51
AAK96387.1_12350,AAK96387.1,12350,protein,51
AWW14384.1_12354,AWW14384.1,12354,protein,51
UBZ25511.1_12431,UBZ25511.1,12431,protein,51
AGA16236.1_12381,AGA16236.1,12381,protein,51
ALZ45823.1_12442,ALZ45823.1,12442,protein,51
AZQ20854.1_11907,AZQ20854.1,11907,protein,51
AUO14986.1_12445,AUO14986.1,12445,protein,51
ATE87141.1_11947,ATE87141.1,11947,protein,51
ACD03519.1_12419,ACD03519.1,12419,protein,51
QBQ01677.1_12402,QBQ01677.1,12402,protein,51
BAC67344.1_12315,BAC67344.1,12315,protein,51
AOC55215.1_11899,AOC55215.1,11899,protein,51
AGR57090.1_12337,AGR57090.1,12337,protein,51
AAK82119.1_11950,AAK82119.1,11950,protein,51
ASV62831.1_12443,ASV62831.1,12443,protein,51
AAM70289.1_12407,AAM70289.1,12407,protein,51
AAN04315.1_12427,AAN04315.1,12427,protein,51
AZY88415.1_11921,AZY88415.1,11921,protein,51
ATZ81574.1_12421,ATZ81574.1,12421,protein,51
AAR86164.1_78,AAR86164.1,78,protein,51
ABC74950.1_12415,ABC74950.1,12415,protein,51
CCU56338.1_12049,CCU56338.1,12049,protein,51
AAK81952.1_11950,AAK81952.1,11950,protein,51
QNV47828.1_12323,QNV47828.1,12323,protein,51
BAG74685.1_12351,BAG74685.1,12351,protein,51
ABC61234.1_12391,ABC61234.1,12391,protein,51
AGR56823.1_12352,AGR56823.1,12352,protein,51
AAU10933.1_11898,AAU10933.1,11898,protein,51
AAZ67422.1_12383,AAZ67422.1,12383,protein,51
ABB92327.1_11926,ABB92327.1,11926,protein,51
AAP33213.1_11910,AAP33213.1,11910,protein,51
AUO15250.1_12445,AUO15250.1,12445,protein,51
AXU41637.1_12374,AXU41637.1,12374,protein,51
AAK82235.1_11950,AAK82235.1,11950,protein,51
QDL57022.1_12344,QDL57022.1,12344,protein,51
QGQ62460.1_12105,QGQ62460.1,12105,protein,52
ACZ92170.1_12148,ACZ92170.1,12148,protein,52
AUV65321.1_12364,AUV65321.1,12364,protein,52
AUA60265.1_12366,AUA60265.1,12366,protein,52
ADO00472.1_11945,ADO00472.1,11945,protein,52
QEI03695.1_12372,QEI03695.1,12372,protein,52
AUO15281.1_12445,AUO15281.1,12445,protein,52
AAL01793.1_12378,AAL01793.1,12378,protein,52
AOO54466.1_11976,AOO54466.1,11976,protein,52
AAK85651.1_12346,AAK85651.1,12346,protein,52
QGQ62458.1_12105,QGQ62458.1,12105,protein,52
AAK81954.1_11950,AAK81954.1,11950,protein,52
CAD2068341.1_11961,CAD2068341.1,11961,protein,52
AAK82008.1_11950,AAK82008.1,11950,protein,52
ABM45722.1_12379,ABM45722.1,12379,protein,52
AAS18132.1_11937,AAS18132.1,11937,protein,52
AXU41575.1_12322,AXU41575.1,12322,protein,52
AOO54409.1_11976,AOO54409.1,11976,protein,52
CCE39389.1_12104,CCE39389.1,12104,protein,52
AAU10920.1_11898,AAU10920.1,11898,protein,52
AKN80567.1_12370,AKN80567.1,12370,protein,52
AAK82034.1_11950,AAK82034.1,11950,protein,52
AIK20573.1_12150,AIK20573.1,12150,protein,52
AAN04334.1_12427,AAN04334.1,12427,protein,52
AAN04438.1_12427,AAN04438.1,12427,protein,52
ANJ02364.1_12107,ANJ02364.1,12107,protein,52
AEI00245.1_55,AEI00245.1,55,protein,52
AWU47064.1_12003,AWU47064.1,12003,protein,52
AAZ38209.1_12317,AAZ38209.1,12317,protein,52
AOC55273.1_4829,AOC55273.1,4829,protein,52
AJD20128.1_12429,AJD20128.1,12429,protein,52
ATI20966.1_12001,ATI20966.1,12001,protein,52
AAF05241.1_12413,AAF05241.1,12413,protein,52
AAK82142.1_11950,AAK82142.1,11950,protein,52
UJZ89064.1_12347,UJZ89064.1,12347,protein,52
AAU10894.1_11898,AAU10894.1,11898,protein,52
AAK82217.1_11950,AAK82217.1,11950,protein,52
AKR17295.1_12384,AKR17295.1,12384,protein,52
QDL57040.1_12344,QDL57040.1,12344,protein,52
AFJ52309.1_11920,AFJ52309.1,11920,protein,52
AGQ20307.1_12393,AGQ20307.1,12393,protein,52
AAN04313.1_12427,AAN04313.1,12427,protein,52
ABB92322.1_11926,ABB92322.1,11926,protein,52
AGK27115.1_12273,AGK27115.1,12273,protein,52
ABB92290.1_11926,ABB92290.1,11926,protein,52
AVA31213.1_12369,AVA31213.1,12369,protein,52
AIS92012.1_12399,AIS92012.1,12399,protein,52
AUO14883.1_12445,AUO14883.1,12445,protein,52
AUO15272.1_12445,AUO15272.1,12445,protein,52
ASZ85079.1_11948,ASZ85079.1,11948,protein,52
AAK81963.1_11950,AAK81963.1,11950,protein,52
ABQ52075.1_12410,ABQ52075.1,12410,protein,52
AUO15215.1_12445,AUO15215.1,12445,protein,52
AAU10929.1_11898,AAU10929.1,11898,protein,52
CAD2068434.1_11961,CAD2068434.1,11961,protein,52
AAM70316.1_12407,AAM70316.1,12407,protein,52
AAQ21721.1_12395,AAQ21721.1,12395,protein,52
AUO15291.1_12445,AUO15291.1,12445,protein,52
AAM13508.1_12007,AAM13508.1,12007,protein,52
AJR28316.1_8888,AJR28316.1,8888,protein,52
AAK81944.1_11950,AAK81944.1,11950,protein,52
AMZ04991.1_11919,AMZ04991.1,11919,protein,52
AAK82225.1_11950,AAK82225.1,11950,protein,52
ASV62810.1_12443,ASV62810.1,12443,protein,52
QBQ01609.1_12402,QBQ01609.1,12402,protein,52
AUO15202.1_12445,AUO15202.1,12445,protein,52
QDL56940.1_12344,QDL56940.1,12344,protein,52
ABF47396.1_12340,ABF47396.1,12340,protein,52
QDL56939.1_12344,QDL56939.1,12344,protein,52
BAO49403.1_12030,BAO49403.1,12030,protein,52
AAK82005.1_11950,AAK82005.1,11950,protein,52
AAC59029.1_12368,AAC59029.1,12368,protein,52
AAU10931.1_11898,AAU10931.1,11898,protein,52
ABC74920.1_12415,ABC74920.1,12415,protein,52
ANJ02401.1_12108,ANJ02401.1,12108,protein,52
AKI29943.1_10135,AKI29943.1,10135,protein,52
AUO15261.1_12445,AUO15261.1,12445,protein,52
ATI21130.1_12000,ATI21130.1,12000,protein,52
ABQ08788.1_12418,ABQ08788.1,12418,protein,52
